2025-09-24 15:45:56,786 - 这次的优化目标是系统的ITAEc，时间间隔0.1秒
2025-09-24 15:58:54,942 - 输入参数: [1.00000000e+03 5.47928080e+01 1.44258373e-02 0.00000000e+00
 1.00000000e+04 9.19123993e+03], 计算结果: 33645.930797576766
2025-09-24 15:59:00,494 - 输入参数: [3.11052614e+02 0.00000000e+00 1.00000000e+01 8.14675838e+00
 1.00000000e+04 0.00000000e+00], 计算结果: 86140.44600139787
2025-09-24 15:59:05,286 - 输入参数: [ 1000.           605.70676791     0.             0.
 10000.         10000.        ], 计算结果: 28009.113176006336
2025-09-24 15:59:09,907 - 输入参数: [  448.28510461   745.15623135     0.             0.
 10000.         10000.        ], 计算结果: 30607.559712356076
2025-09-24 15:59:14,753 - 输入参数: [1.00000000e+03 0.00000000e+00 1.00000000e+01 2.69388794e+00
 8.83899822e+03 8.10051182e+03], 计算结果: 51646.22845422181
2025-09-24 15:59:19,591 - 输入参数: [ 1000.           751.89795996     0.             0.
 10000.          8322.58824663], 计算结果: 29481.0074932263
2025-09-24 15:59:25,372 - 输入参数: [ 1000.          717.1626515     0.            0.            0.
 10000.       ], 计算结果: 44647.54168090685
2025-09-24 15:59:31,020 - 输入参数: [3.01626751e+02 1.00000000e+03 0.00000000e+00 2.74209223e+00
 1.00000000e+04 6.22160387e+02], 计算结果: 50706.49133722796
2025-09-24 15:59:35,603 - 输入参数: [1000.          924.82017698    0.            0.         5966.71702499
  391.97598035], 计算结果: 51584.104123624085
2025-09-24 15:59:40,376 - 输入参数: [ 1000.           525.31688674     0.             0.
 10000.         10000.        ], 计算结果: 28507.975011184484
2025-09-24 15:59:45,115 - 输入参数: [  358.57746346   748.77580977     0.             0.
  6811.02755313 10000.        ], 计算结果: 35893.17011310269
2025-09-24 15:59:49,910 - 输入参数: [1.00000000e+03 1.00000000e+03 0.00000000e+00 1.70882120e+00
 1.00000000e+04 9.53021083e+03], 计算结果: 27342.9082624202
2025-09-24 15:59:54,690 - 输入参数: [ 1000.           739.80512321     0.             0.
 10000.          6668.83735368], 计算结果: 32071.919484047685
2025-09-24 16:00:00,266 - 输入参数: [  268.40757558   148.80584421     0.             0.
 10000.             0.        ], 计算结果: 108836.81458068248
2025-09-24 16:00:05,006 - 输入参数: [ 1000.  1000.     0.     0. 10000. 10000.], 计算结果: 25454.91317251054
2025-09-24 16:00:10,022 - 输入参数: [1.00000000e+03 1.00000000e+03 0.00000000e+00 9.17696108e+00
 4.47875802e+03 1.00000000e+04], 计算结果: 40581.69405695889
2025-09-24 16:00:14,826 - 输入参数: [1.00000000e+03 8.43518011e+02 0.00000000e+00 9.17562571e+00
 1.00000000e+04 9.45217719e+03], 计算结果: 35016.87229135512
2025-09-24 16:00:19,470 - 输入参数: [ 1000.           720.70634365     0.             0.
 10000.          7686.09349855], 计算结果: 30630.080766664167
2025-09-24 16:00:24,120 - 输入参数: [3.66746847e+02 1.00000000e+03 1.00000000e+01 2.43421249e+00
 1.00000000e+04 1.00000000e+04], 计算结果: 42463.81318543793
2025-09-24 16:00:28,801 - 输入参数: [9.95222674e+02 5.56533084e+02 0.00000000e+00 2.01701329e+00
 9.76721844e+03 1.00000000e+04], 计算结果: 30647.90199294323
2025-09-24 16:00:34,359 - 输入参数: [    0.     0.     0.     0. 10000.     0.], 计算结果: 228368.9584197814
2025-09-24 16:00:39,030 - 输入参数: [ 1000.           774.71334892     0.             0.
 10000.         10000.        ], 计算结果: 27075.43419696352
2025-09-24 16:00:43,723 - 输入参数: [  674.60357692   766.79156218     0.             0.
  9473.7289036  10000.        ], 计算结果: 29650.177868777562
2025-09-24 16:00:48,336 - 输入参数: [  850.33175358   670.40631427     0.             0.
 10000.         10000.        ], 计算结果: 28506.87972494515
2025-09-24 16:00:53,172 - 输入参数: [ 1000.            79.23700199     0.             0.
 10000.         10000.        ], 计算结果: 32228.65751298838
2025-09-24 16:00:56,842 - 输入参数: [1000.          954.17677342    0.            0.         4097.38804748
  118.01647191], 计算结果: 57257.88567633254
2025-09-24 16:01:02,531 - 输入参数: [ 1000.           590.27481967     0.            10.
 10000.             0.        ], 计算结果: 61320.87326272027
2025-09-24 16:01:07,270 - 输入参数: [ 1000.  1000.     0.     0. 10000. 10000.], 计算结果: 25454.91317251054
2025-09-24 16:01:12,368 - 输入参数: [0.00000000e+00 2.56097725e+02 0.00000000e+00 8.43464420e+00
 1.00000000e+04 1.53822108e+03], 计算结果: 87286.82450688572
2025-09-24 16:01:17,175 - 输入参数: [ 1000.           378.24936426     0.             0.
 10000.         10000.        ], 计算结果: 29356.104982568533
2025-09-24 16:01:21,833 - 输入参数: [1.00000000e+03 7.56919462e+02 0.00000000e+00 7.51223460e+00
 1.00000000e+04 1.00000000e+04], 计算结果: 33899.182088132366
2025-09-24 16:01:26,413 - 输入参数: [ 1000.           896.96099544     0.             0.
 10000.         10000.        ], 计算结果: 26265.5705303549
2025-09-24 16:01:31,307 - 输入参数: [ 1000.           778.40510487     0.             0.
 10000.          5490.24436089], 计算结果: 33708.26414613238
2025-09-24 16:01:37,169 - 输入参数: [  974.5629743    397.73861069     0.            10.
 10000.             0.        ], 计算结果: 65507.54700426524
2025-09-24 16:01:41,889 - 输入参数: [    0.     0.     0.     0. 10000. 10000.], 计算结果: 147612.40938847337
2025-09-24 16:01:47,609 - 输入参数: [1.00000000e+03 1.00000000e+03 0.00000000e+00 3.70526559e+00
 9.53495703e+03 0.00000000e+00], 计算结果: 45980.5540004762
2025-09-24 16:01:53,471 - 输入参数: [1.00000000e+03 8.17952677e+02 6.21330239e+00 1.76224494e+00
 0.00000000e+00 1.00000000e+04], 计算结果: 52370.17055221344
2025-09-24 16:01:58,340 - 输入参数: [ 1000.  1000.     0.    10. 10000. 10000.], 计算结果: 32775.52100360752
2025-09-24 16:02:03,168 - 输入参数: [1.00000000e+03 7.51801659e+02 0.00000000e+00 1.47998238e+00
 1.00000000e+04 6.92341960e+03], 计算结果: 33112.6819127616
2025-09-24 16:02:07,963 - 输入参数: [0.00000000e+00 1.28155578e+01 5.22305876e+00 5.84139429e+00
 1.00000000e+04 3.40249582e+03], 计算结果: 115361.51252707679
2025-09-24 16:02:13,338 - 输入参数: [0.00000000e+00 3.01713472e+02 0.00000000e+00 6.83663538e+00
 0.00000000e+00 1.00000000e+04], 计算结果: 92932.49902980987
2025-09-24 16:02:18,210 - 输入参数: [ 1000.           416.42325011     0.             0.
 10000.          4331.94415167], 计算结果: 38476.00437080305
2025-09-24 16:02:22,837 - 输入参数: [    0.         1000.            0.            0.         9844.1394205
 10000.       ], 计算结果: 33987.9396999256
2025-09-24 16:02:27,485 - 输入参数: [ 1000.           832.16352033     0.             0.
 10000.         10000.        ], 计算结果: 26720.297565538713
2025-09-24 16:02:32,223 - 输入参数: [5.21532301e+02 5.50926219e+02 9.78644188e-02 0.00000000e+00
 1.00000000e+04 4.61116799e+03], 计算结果: 40024.33532713597
2025-09-24 16:02:36,910 - 输入参数: [8.11267120e+02 1.00000000e+03 0.00000000e+00 2.89933343e+00
 7.90574070e+03 8.52945595e+03], 计算结果: 34585.42125244613
2025-09-24 16:02:41,492 - 输入参数: [0.00000000e+00 1.40619551e+02 9.90604767e-02 0.00000000e+00
 1.00000000e+04 1.00000000e+04], 计算结果: 120173.38644377906
2025-09-24 16:02:47,383 - 输入参数: [9.95370693e+02 1.00000000e+03 0.00000000e+00 2.01290570e-01
 1.00000000e+04 0.00000000e+00], 计算结果: 41485.38656163438
2025-09-24 16:02:52,455 - 输入参数: [5.60246746e+02 8.16748672e+02 9.72734139e-01 4.74269169e-01
 3.08338199e+03 1.00000000e+04], 计算结果: 42754.8415168158
2025-09-24 16:02:57,009 - 输入参数: [7.32020376e+02 4.34622196e+02 0.00000000e+00 9.65442411e-02
 1.00000000e+04 1.00000000e+04], 计算结果: 30984.414387341138
2025-09-24 16:03:02,370 - 输入参数: [    0.     0.    10.    10. 10000.     0.], 计算结果: 98646.43781712675
2025-09-24 16:03:07,247 - 输入参数: [1.00000000e+03 1.00000000e+03 3.56373898e+00 0.00000000e+00
 1.00000000e+04 6.31875226e+03], 计算结果: 33156.9895938224
2025-09-24 16:03:12,823 - 输入参数: [ 955.21034435 1000.            0.            0.         9404.00263785
    0.        ], 计算结果: 43268.76851576891
2025-09-24 16:03:14,712 - 输入参数: [326.3679935  884.00195287   0.           0.           0.
   0.        ], 计算结果: 85167.45685944567
2025-09-24 16:03:19,894 - 输入参数: [1.00000000e+03 0.00000000e+00 0.00000000e+00 2.39484327e-01
 2.70884316e+03 1.00000000e+04], 计算结果: 44061.44430822125
2025-09-24 16:03:20,202 - 输入参数: [0.         0.         0.         0.09556506 0.         0.        ], 计算结果: 403965.7714304768
2025-09-24 16:03:24,544 - 输入参数: [   0.            0.            0.            0.            0.
 6315.01924096], 计算结果: 275416.37605423667
2025-09-24 16:03:29,312 - 输入参数: [4.41552918e+02 0.00000000e+00 0.00000000e+00 1.73085263e+00
 1.00000000e+04 3.40557050e+03], 计算结果: 83840.84981499705
2025-09-24 16:03:35,256 - 输入参数: [ 1000.           992.30699906     0.             0.
 10000.             0.        ], 计算结果: 41342.200996033454
2025-09-24 16:03:40,661 - 输入参数: [4.09161212e+02 2.17025648e+02 0.00000000e+00 5.87470335e+00
 0.00000000e+00 1.00000000e+04], 计算结果: 63176.704323660844
2025-09-24 16:03:45,314 - 输入参数: [  801.9799601    154.37747024     0.             0.
 10000.          8309.36076183], 计算结果: 36624.62029498984
2025-09-24 16:03:50,084 - 输入参数: [1.00000000e+03 1.00000000e+03 0.00000000e+00 1.28733166e+00
 1.00000000e+04 1.00000000e+04], 计算结果: 26454.59389333341
2025-09-24 16:03:54,879 - 输入参数: [1.00000000e+03 9.99874657e+02 0.00000000e+00 1.37783353e+00
 1.00000000e+04 7.30056375e+03], 计算结果: 29955.080258683432
2025-09-24 16:03:59,569 - 输入参数: [  844.65197416   961.26889084     0.             0.
 10000.         10000.        ], 计算结果: 26875.75771799435
2025-09-24 16:04:04,264 - 输入参数: [ 1000.  1000.     0.     0. 10000. 10000.], 计算结果: 25454.91317251054
2025-09-24 16:04:09,447 - 输入参数: [  612.77009508  1000.             0.            10.
 10000.          2431.41626006], 计算结果: 52803.305406886066
2025-09-24 16:04:13,901 - 输入参数: [ 499.4630923   642.3499028     0.           10.         6897.28006973
    0.        ], 计算结果: 77974.32061980855
2025-09-24 16:04:18,576 - 输入参数: [ 1000.  1000.     0.     0. 10000. 10000.], 计算结果: 25454.91317251054
2025-09-24 16:04:23,292 - 输入参数: [1.00000000e+03 1.00000000e+03 3.64759934e+00 6.76285146e-01
 1.00000000e+04 1.00000000e+04], 计算结果: 28735.79180504581
2025-09-24 16:04:27,959 - 输入参数: [1.00000000e+03 5.65809087e+02 0.00000000e+00 1.95485276e-01
 1.00000000e+04 1.00000000e+04], 计算结果: 28450.997194403913
2025-09-24 16:04:33,605 - 输入参数: [ 1000.           891.54598217     0.             0.
 10000.           429.90799303], 计算结果: 42202.032786110954
2025-09-24 16:04:38,343 - 输入参数: [ 1000.           693.46855989     0.             0.
 10000.         10000.        ], 计算结果: 27535.456290011196
2025-09-24 16:04:43,051 - 输入参数: [ 1000.           888.53161127     0.             0.
  9681.59766669 10000.        ], 计算结果: 26696.07915061194
2025-09-24 16:04:47,646 - 输入参数: [  471.29782544   954.93646276     0.             0.
 10000.         10000.        ], 计算结果: 29063.030454643886
2025-09-24 16:04:52,288 - 输入参数: [ 1000.           452.48600592     0.             0.
 10000.         10000.        ], 计算结果: 28941.567734036664
2025-09-24 16:04:57,693 - 输入参数: [1000.          977.72819467    0.            0.         8240.61802395
    0.        ], 计算结果: 45589.64600581892
2025-09-24 16:05:03,617 - 输入参数: [1.00000000e+03 1.00000000e+03 0.00000000e+00 3.66969158e+00
 1.00000000e+04 0.00000000e+00], 计算结果: 44898.303917050005
2025-09-24 16:05:08,344 - 输入参数: [ 396.82050455  970.13207122    0.            0.         8306.64541755
 7352.37771035], 计算结果: 35937.01528794974
2025-09-24 16:05:13,517 - 输入参数: [  547.41884676   909.7519044      0.             0.
  2232.18824988 10000.        ], 计算结果: 42122.416153583
2025-09-24 16:05:19,037 - 输入参数: [  982.3613078    349.87042205     0.             0.
     0.         10000.        ], 计算结果: 47329.165960580984
2025-09-24 16:05:23,709 - 输入参数: [ 1000.  1000.     0.     0. 10000. 10000.], 计算结果: 25454.91317251054
2025-09-24 16:05:28,398 - 输入参数: [ 1000.  1000.     0.     0. 10000. 10000.], 计算结果: 25454.91317251054
2025-09-24 16:05:32,995 - 输入参数: [3.66110930e+02 1.73045247e+02 0.00000000e+00 2.53286713e-01
 1.00000000e+04 1.00000000e+04], 计算结果: 63490.631677329555
2025-09-24 16:05:38,974 - 输入参数: [1.00000000e+03 1.00000000e+03 0.00000000e+00 3.65834971e+00
 1.00000000e+04 0.00000000e+00], 计算结果: 44887.013611432805
2025-09-24 16:05:43,792 - 输入参数: [ 1000.           327.09186313     0.             0.
  6262.42836381 10000.        ], 计算结果: 34928.79248297367
2025-09-24 16:05:49,437 - 输入参数: [1000.         1000.            0.            0.         9266.26397046
    0.        ], 计算结果: 42775.975502539404
2025-09-24 16:05:54,156 - 输入参数: [1.29308477e+02 1.00000000e+03 9.71964999e+00 3.27732519e+00
 1.00000000e+04 1.00000000e+04], 计算结果: 45054.03977418168
2025-09-24 16:05:58,908 - 输入参数: [ 1000.           628.69190648     0.             0.
 10000.         10000.        ], 计算结果: 27886.27887767137
2025-09-24 16:06:03,618 - 输入参数: [1.00000000e+03 8.65134552e+02 0.00000000e+00 1.97010315e+00
 9.58252692e+03 1.00000000e+04], 计算结果: 28701.506469582946
2025-09-24 16:06:09,078 - 输入参数: [    0.            43.30186595     0.             0.
 10000.             0.        ], 计算结果: 212646.0055324776
2025-09-24 16:06:14,711 - 输入参数: [  765.41076423     0.             0.             0.
     0.         10000.        ], 计算结果: 56590.75192567369
2025-09-24 16:06:19,424 - 输入参数: [    0.           848.1918387      0.             0.
 10000.          7385.46495922], 计算结果: 41505.86205759736
2025-09-24 16:06:24,086 - 输入参数: [    0.  1000.     0.     0. 10000. 10000.], 计算结果: 33817.57514640238
2025-09-24 16:06:28,153 - 输入参数: [1000.         1000.            0.            0.         1719.66568378
 3880.85706186], 计算结果: 51634.38065822569
2025-09-24 16:06:32,955 - 输入参数: [7.01971432e+02 1.57306639e+02 0.00000000e+00 1.27576076e+00
 6.08636302e+03 1.00000000e+04], 计算结果: 42112.47314238736
2025-09-24 16:06:37,592 - 输入参数: [  920.04168377  1000.             0.             0.
  8898.05383998 10000.        ], 计算结果: 27413.7581805577
2025-09-24 16:06:42,267 - 输入参数: [0.00000000e+00 1.00000000e+03 2.38354366e-02 0.00000000e+00
 1.00000000e+04 1.00000000e+04], 计算结果: 33819.622524947685
2025-09-24 16:06:47,633 - 输入参数: [ 1000.          1000.             0.             0.
 10000.          1335.79987527], 计算结果: 38485.508155064395
2025-09-24 16:06:52,355 - 输入参数: [6.94480167e+02 9.91008244e+02 9.75913572e-01 0.00000000e+00
 1.00000000e+04 1.00000000e+04], 计算结果: 28499.907570203468
2025-09-24 16:06:58,136 - 输入参数: [1.00000000e+03 4.83808979e+02 0.00000000e+00 2.98971099e+00
 1.00000000e+04 0.00000000e+00], 计算结果: 52843.782590914794
2025-09-24 16:07:03,637 - 输入参数: [5.84646813e+02 0.00000000e+00 9.90744334e+00 0.00000000e+00
 1.00000000e+04 0.00000000e+00], 计算结果: 69673.55803832757
2025-09-24 16:07:08,312 - 输入参数: [ 1000.  1000.     0.     0. 10000. 10000.], 计算结果: 25454.91317251054
2025-09-24 16:07:10,772 - 输入参数: [1.00000000e+03 1.00000000e+03 0.00000000e+00 4.99403522e-02
 0.00000000e+00 0.00000000e+00], 计算结果: 71264.37101674221
2025-09-24 16:07:15,667 - 输入参数: [  444.51082646   745.875555       0.             0.
  5941.35066669 10000.        ], 计算结果: 36392.706548091504
2025-09-24 16:07:20,477 - 输入参数: [1.00000000e+03 1.00000000e+03 0.00000000e+00 4.30802505e-02
 5.87315879e+03 1.00000000e+04], 计算结果: 30686.364028872566
2025-09-24 16:07:25,238 - 输入参数: [ 1000.           140.14418327     0.             0.
 10000.         10000.        ], 计算结果: 31373.045429778795
2025-09-24 16:07:30,548 - 输入参数: [  491.85908538   328.80603081     0.             0.
  1452.08331602 10000.        ], 计算结果: 50945.59375510602
2025-09-24 16:07:35,378 - 输入参数: [1.00000000e+03 1.00000000e+03 0.00000000e+00 1.43180351e+00
 1.00000000e+04 7.03150074e+03], 计算结果: 30372.41343834556
2025-09-24 16:07:41,282 - 输入参数: [ 1000.  1000.     0.     0. 10000.     0.], 计算结果: 41196.1764361807
2025-09-24 16:07:46,021 - 输入参数: [0.00000000e+00 9.96992759e+02 0.00000000e+00 9.32633649e+00
 1.00000000e+04 1.00000000e+04], 计算结果: 40896.26900648745
2025-09-24 16:07:50,679 - 输入参数: [  763.69476821  1000.             0.             0.
 10000.         10000.        ], 计算结果: 27133.125653377072
2025-09-24 16:07:56,310 - 输入参数: [3.87500031e+02 1.00000000e+03 0.00000000e+00 2.23159861e+00
 9.99377362e+03 7.57475897e+01], 计算结果: 50778.86935501567
2025-09-24 16:08:01,952 - 输入参数: [9.62239287e+02 1.93576421e+02 0.00000000e+00 2.80749038e+00
 1.00000000e+04 0.00000000e+00], 计算结果: 55009.76175755692
2025-09-24 16:08:06,666 - 输入参数: [ 1000.          1000.             0.             0.
  6797.29035556 10000.        ], 计算结果: 29379.993018084737
2025-09-24 16:08:11,442 - 输入参数: [  810.55292226    98.94344622     0.             0.
 10000.          4114.81597502], 计算结果: 44080.42369984307
2025-09-24 16:08:16,526 - 输入参数: [4.19809969e+02 9.08087492e+02 0.00000000e+00 1.67721532e+00
 1.00000000e+04 2.44993152e+03], 计算结果: 44689.62492351663
2025-09-24 16:08:20,825 - 输入参数: [ 511.82027118   25.55808715    0.            8.91481633 7017.5382662
  245.13669108], 计算结果: 78132.22847286865
2025-09-24 16:08:25,520 - 输入参数: [ 1000.  1000.     0.     0. 10000. 10000.], 计算结果: 25454.91317251054
2025-09-24 16:08:30,252 - 输入参数: [1.00000000e+03 1.00000000e+03 1.60602637e+00 1.07568785e-01
 1.00000000e+04 1.00000000e+04], 计算结果: 26775.643923487747
2025-09-24 16:08:35,352 - 输入参数: [1.81584705e+02 7.53472530e+02 0.00000000e+00 1.17883607e-01
 1.59665446e+03 1.00000000e+04], 计算结果: 47891.79563952392
2025-09-24 16:08:40,403 - 输入参数: [ 1000.           948.53487625     0.             0.
 10000.          4552.33875645], 计算结果: 33462.31548008883
2025-09-24 16:08:45,114 - 输入参数: [6.87731547e+02 1.00000000e+03 0.00000000e+00 9.05122482e-02
