2025-09-12 14:34:10,755 - 这次的优化目标是系统的ITAEc，时间间隔0.1秒
2025-09-12 16:21:56,038 - 输入参数: [ 56899.29986305      0.              0.              0.
 225883.57710657 214002.96169187], 计算结果: 558.0470606956761
2025-09-12 16:22:08,641 - 输入参数: [8.19014180e+04 1.13625991e+00 0.00000000e+00 0.00000000e+00
 1.00000000e+06 0.00000000e+00], 计算结果: 8016.546129213512
2025-09-12 16:22:18,900 - 输入参数: [ 63211.18963851      0.              0.              0.
 237218.40751204 348462.89904993], 计算结果: 760.2316089498265
2025-09-12 16:22:23,160 - 输入参数: [1.00000000e+05 1.05346669e-01 0.00000000e+00 0.00000000e+00
 2.59227889e+05 8.22292830e+04], 计算结果: 196.3222037126648
2025-09-12 16:22:38,618 - 输入参数: [1.00000000e+05 1.11776645e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 7.19583409e+04], 计算结果: 1848.2678955094284
2025-09-12 16:22:42,806 - 输入参数: [100000.              0.              0.              0.
 380831.75027202  68944.05490792], 计算结果: 222.7650200667509
2025-09-12 16:22:50,667 - 输入参数: [6.69218303e+03 0.00000000e+00 1.25622001e+00 9.77509093e+00
 2.19202243e+05 2.88744313e+05], 计算结果: 3079.0654213702373
2025-09-12 16:22:56,397 - 输入参数: [7.61038340e+04 1.89558775e-01 0.00000000e+00 0.00000000e+00
 2.09529018e+05 1.30137619e+05], 计算结果: 301.55261070004644
2025-09-12 16:23:00,573 - 输入参数: [100000.              0.              0.              0.
 269455.78550815  77565.66566571], 计算结果: 196.85072481092035
2025-09-12 16:23:12,865 - 输入参数: [1.87592059e+04 2.22916488e+01 0.00000000e+00 1.20740977e+01
 7.54433563e+05 0.00000000e+00], 计算结果: 6545.122368759405
2025-09-12 16:23:17,586 - 输入参数: [100000.              0.              0.              0.
 276744.2397168   91410.59508553], 计算结果: 208.0230664053356
2025-09-12 16:23:27,605 - 输入参数: [0.00000000e+00 3.83911791e+01 0.00000000e+00 1.00000000e+02
 0.00000000e+00 8.19809713e+04], 计算结果: 31058.615048080406
2025-09-12 16:23:31,854 - 输入参数: [100000.              0.              0.              0.
 334352.51988354  79834.308301  ], 计算结果: 193.63906815562223
2025-09-12 16:23:47,196 - 输入参数: [ 81567.70636936      0.              0.              0.
      0.         245404.80494533], 计算结果: 2273.1006632666977
2025-09-12 16:23:51,373 - 输入参数: [100000.              0.              0.              0.
 317025.08960478  79457.26488938], 计算结果: 193.53157129582996
2025-09-12 16:24:01,409 - 输入参数: [100000.              0.              0.              0.
 313964.057039   273831.23578084], 计算结果: 555.1118796483872
2025-09-12 16:24:07,263 - 输入参数: [9.06886922e+02 0.00000000e+00 6.04936991e+00 1.79698584e-03
 1.00000000e+06 3.15516538e+04], 计算结果: 3348.648464554975
2025-09-12 16:24:17,090 - 输入参数: [100000.              0.              0.              0.
 290682.15870939 268084.25137027], 计算结果: 549.5136180698952
2025-09-12 16:24:32,754 - 输入参数: [1.00000000e+05 0.00000000e+00 1.14663959e+00 0.00000000e+00
 0.00000000e+00 2.79803135e+05], 计算结果: 2053.8287208398356
2025-09-12 16:24:47,764 - 输入参数: [ 21097.80703977      0.              0.              0.
      0.         475835.22595223], 计算结果: 4178.595447359364
2025-09-12 16:24:52,516 - 输入参数: [100000.              0.              0.              0.
 312769.37743926  93978.69294931], 计算结果: 212.45200214508776
2025-09-12 16:25:07,946 - 输入参数: [1.00000000e+05 0.00000000e+00 2.02074590e+00 2.68721350e-02
 0.00000000e+00 7.09041137e+04], 计算结果: 1837.603507926106
2025-09-12 16:25:19,334 - 输入参数: [ 100000.            2214.28649911       0.               0.
 1000000.          299015.06676046], 计算结果: 479.7663669721477
2025-09-12 16:25:31,404 - 输入参数: [     0.              0.              0.              0.
 207245.77831941      0.        ], 计算结果: 17184.486839728306
2025-09-12 16:25:36,829 - 输入参数: [100000.              0.              0.              0.
 341541.62260664 109356.83893858], 计算结果: 240.58501587227255
2025-09-12 16:25:42,316 - 输入参数: [9.90251755e+04 0.00000000e+00 0.00000000e+00 9.20622700e+00
 6.71560373e+05 1.07944329e+05], 计算结果: 296.268997275068
2025-09-12 16:25:54,473 - 输入参数: [ 81910.06645139      0.              0.              0.
 152553.80683356 615807.44920991], 计算结果: 998.2452734207338
2025-09-12 16:25:58,712 - 输入参数: [1.00000000e+05 4.38916611e+01 0.00000000e+00 3.28888750e+01
 1.16159423e+05 6.72987346e+04], 计算结果: 491.78095241385245
2025-09-12 16:26:04,709 - 输入参数: [ 85140.51231575      0.              0.              0.
 411975.11118346 133725.30427986], 计算结果: 301.3464337027431
2025-09-12 16:26:11,004 - 输入参数: [100000.              0.              0.              0.
 438917.67646588 139882.38062671], 计算结果: 300.3788464677527
2025-09-12 16:26:15,959 - 输入参数: [4.57889010e+04 1.02333992e+00 0.00000000e+00 0.00000000e+00
 1.00000000e+06 9.11881577e+04], 计算结果: 546.2679758962358
2025-09-12 16:26:20,895 - 输入参数: [ 64701.67122281      0.              0.              0.
 212592.33731578 108161.40521017], 计算结果: 271.2513398436499
2025-09-12 16:26:26,452 - 输入参数: [100000.              0.              0.              0.
 214487.02642822 122387.97546123], 计算结果: 268.51341572558107
2025-09-12 16:26:30,548 - 输入参数: [1.00000000e+05 0.00000000e+00 0.00000000e+00 2.91396091e+01
 2.50569458e+05 6.74483395e+04], 计算结果: 450.87167915611974
2025-09-12 16:26:38,340 - 输入参数: [100000.              0.              0.              0.
  86593.59941525 177512.09974627], 计算结果: 431.9591954794171
2025-09-12 16:26:46,712 - 输入参数: [ 94999.34729938      0.              0.              0.
 144305.97890013  18968.00113139], 计算结果: 2255.535619597305
2025-09-12 16:27:02,395 - 输入参数: [1.00000000e+05 0.00000000e+00 8.88206713e-01 9.57008846e+00
 0.00000000e+00 2.89320251e+05], 计算结果: 2046.5718890641947
2025-09-12 16:27:06,472 - 输入参数: [100000.              0.              0.              0.
 292591.45790776  68072.47274826], 计算结果: 240.72420318448627
2025-09-12 16:27:19,273 - 输入参数: [ 100000.       0.       0.       0. 1000000.       0.], 计算结果: 8295.677152599745
2025-09-12 16:27:28,308 - 输入参数: [1.00000000e+05 0.00000000e+00 2.91491446e+00 0.00000000e+00
 1.88178547e+05 2.36466265e+05], 计算结果: 510.72167847705407
2025-09-12 16:27:42,805 - 输入参数: [100000.              0.              0.              0.
   5605.64320933 250037.99970795], 计算结果: 803.9329177232692
2025-09-12 16:27:46,874 - 输入参数: [8.73525798e+04 0.00000000e+00 0.00000000e+00 8.03405742e-01
 7.15889890e+04 7.81522949e+04], 计算结果: 230.49667181989324
2025-09-12 16:27:52,830 - 输入参数: [ 96631.10200749      0.              0.              0.
 102807.95983029  34443.75426691], 计算结果: 997.1105798139995
2025-09-12 16:28:03,143 - 输入参数: [ 50507.37691599      0.              0.              0.
 443546.14512232 295932.45476526], 计算结果: 744.2461636375485
2025-09-12 16:28:18,390 - 输入参数: [2.61864906e+04 0.00000000e+00 0.00000000e+00 7.64092533e+00
 0.00000000e+00 2.79892273e+05], 计算结果: 3468.439916481673
2025-09-12 16:28:28,075 - 输入参数: [1.00000000e+05 0.00000000e+00 3.72664259e+00 0.00000000e+00
 1.38137946e+05 2.54488396e+05], 计算结果: 571.6567646431821
2025-09-12 16:28:34,133 - 输入参数: [ 92681.69498771      0.              0.              0.
 228986.64409973  30520.20527472], 计算结果: 995.925890834921
2025-09-12 16:28:49,276 - 输入参数: [8.42118502e+04 0.00000000e+00 1.79893703e+00 5.80565208e-02
 0.00000000e+00 7.17847938e+04], 计算结果: 2076.088261218779
2025-09-12 16:28:53,981 - 输入参数: [  5391.29596968      0.              0.              0.
 267441.61894081  89671.97286482], 计算结果: 4228.063986556469
2025-09-12 16:29:06,541 - 输入参数: [0.00000000e+00 2.08390872e+01 0.00000000e+00 2.90670283e+00
 6.99209820e+05 0.00000000e+00], 计算结果: 8358.239341796325
2025-09-12 16:29:13,882 - 输入参数: [100000.              0.              0.              0.
 232145.87843181 168717.56836183], 计算结果: 363.31505740428895
2025-09-12 16:29:29,267 - 输入参数: [1.00000000e+05 3.56867577e-01 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.24110675e+05], 计算结果: 1843.3417973319833
2025-09-12 16:29:41,266 - 输入参数: [100000.              0.              0.              0.
 241543.24007713      0.        ], 计算结果: 8145.945758520574
2025-09-12 16:29:45,874 - 输入参数: [0.00000000e+00 2.25663810e+01 0.00000000e+00 3.88045133e+00
 7.07188032e+05 8.19670812e+04], 计算结果: 4307.957610287365
2025-09-12 16:30:01,425 - 输入参数: [1.00000000e+05 2.58760103e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 9.85321050e+04], 计算结果: 1805.0529218809163
2025-09-12 16:30:05,696 - 输入参数: [100000.              0.              0.              0.
 361173.44965181  81234.10121048], 计算结果: 195.5649275864547
2025-09-12 16:30:17,729 - 输入参数: [1.00000000e+05 0.00000000e+00 1.92969558e+00 7.75659387e+00
 1.00000000e+06 3.96568574e+05], 计算结果: 602.5271973501518
2025-09-12 16:30:22,962 - 输入参数: [     0.              0.              0.              0.
  21183.34350174 198358.61052763], 计算结果: 15600.648186904262
2025-09-12 16:30:27,263 - 输入参数: [100000.              0.              0.              0.
 363754.08336403  81346.75408602], 计算结果: 195.79019007022103
2025-09-12 16:30:39,634 - 输入参数: [1.00000000e+05 0.00000000e+00 0.00000000e+00 9.42084057e+00
 7.57390536e+05 3.19128069e+03], 计算结果: 5627.615848857192
2025-09-12 16:30:45,883 - 输入参数: [ 10716.00908393      0.              0.              0.
 191867.00825621 194949.67355324], 计算结果: 2376.86779780907
2025-09-12 16:30:50,424 - 输入参数: [1.00000000e+05 5.85132181e+01 0.00000000e+00 0.00000000e+00
 2.04358670e+05 9.39713265e+04], 计算结果: 214.02851254701164
2025-09-12 16:30:54,617 - 输入参数: [100000.              0.              0.              0.
 322360.37456722  78922.91531663], 计算结果: 193.25782274226958
2025-09-12 16:31:05,641 - 输入参数: [100000.              0.              0.              0.
 237461.90727289 376616.35583797], 计算结果: 718.8598874259254
2025-09-12 16:31:15,942 - 输入参数: [     0.              0.              0.              0.
 345263.90432195 395920.95856172], 计算结果: 4727.47293498418
2025-09-12 16:31:27,996 - 输入参数: [100000.             0.             0.             0.
 231098.8846853      0.       ], 计算结果: 8286.701139855317
2025-09-12 16:31:40,432 - 输入参数: [0.00000000e+00 0.00000000e+00 0.00000000e+00 7.30942084e-04
 0.00000000e+00 1.89471484e+05], 计算结果: 16765.189853042495
2025-09-12 16:31:52,761 - 输入参数: [100000.              0.              0.              0.
 782693.66057478      0.        ], 计算结果: 7888.589625267089
2025-09-12 16:32:05,006 - 输入参数: [     0.              0.              0.              0.
      0.         161223.53548272], 计算结果: 19835.965955051655
2025-09-12 16:32:11,837 - 输入参数: [ 27791.73185674      0.              0.              0.
 227976.72713732 205043.97858886], 计算结果: 937.0775783255187
2025-09-12 16:32:16,912 - 输入参数: [100000.              0.              0.              0.
 310165.51660148 103938.99186274], 计算结果: 230.00876205866953
2025-09-12 16:32:32,524 - 输入参数: [100000.              0.              0.              0.
      0.          92818.74615506], 计算结果: 1874.9194448895523
2025-09-12 16:32:36,829 - 输入参数: [100000.              0.              0.              0.
 194047.1329735   57988.27600798], 计算结果: 348.923383680375
2025-09-12 16:32:42,787 - 输入参数: [100000.              0.              0.              0.
 128970.59270352 132070.58617773], 计算结果: 303.325894495757
2025-09-12 16:32:47,780 - 输入参数: [100000.              0.              0.              0.
 306595.46487777  42382.66837103], 计算结果: 543.1984442232022
2025-09-12 16:32:51,900 - 输入参数: [9.94346909e+04 0.00000000e+00 0.00000000e+00 9.25000044e+00
 4.48917377e+05 6.90978327e+04], 计算结果: 279.5022242829863
2025-09-12 16:33:00,646 - 输入参数: [8.02248536e+04 0.00000000e+00 0.00000000e+00 4.32887095e+01
 2.34528756e+05 2.41627451e+05], 计算结果: 535.1612967591252
2025-09-12 16:33:04,677 - 输入参数: [1.00000000e+05 5.14733038e+01 0.00000000e+00 2.25718555e+01
 4.25825716e+05 6.56947392e+04], 计算结果: 391.56946699587024
2025-09-12 16:33:11,461 - 输入参数: [ 50237.11339227      0.              0.              0.
 250283.27907204 183963.28169406], 计算结果: 529.3674510212447
2025-09-12 16:33:15,808 - 输入参数: [100000.              0.              0.              0.
 243941.84895492  84422.59980639], 计算结果: 198.81549007711854
2025-09-12 16:33:31,130 - 输入参数: [ 39098.79218702      0.              0.              0.
      0.         103604.46594368], 计算结果: 2633.4011889618573
2025-09-12 16:33:35,381 - 输入参数: [100000.              0.              0.              0.
 332001.86289264  77754.11793355], 计算结果: 193.16962165022085
2025-09-12 16:33:41,523 - 输入参数: [ 93862.06262885      0.              0.              0.
 335652.47866471  28019.98182088], 计算结果: 994.5268853082075
2025-09-12 16:33:47,240 - 输入参数: [9.48307609e+04 0.00000000e+00 0.00000000e+00 7.57440590e+00
 2.81079764e+05 1.31497609e+05], 计算结果: 309.2356886576846
2025-09-12 16:33:59,270 - 输入参数: [100000.              0.              0.              0.
 388320.12028687      0.        ], 计算结果: 7338.428834919613
2025-09-12 16:34:03,292 - 输入参数: [ 99154.2134831       0.              0.              0.
 266023.76700064  64894.27828357], 计算结果: 267.36792085753353
2025-09-12 16:34:14,892 - 输入参数: [1.00000000e+05 0.00000000e+00 1.49351180e+00 7.79587282e+00
 5.23069359e+05 1.19038571e+03], 计算结果: 6595.981596777203
2025-09-12 16:34:20,533 - 输入参数: [ 83509.803582        0.              0.              0.
 568115.03727684 112706.64842386], 计算结果: 279.9418596294379
2025-09-12 16:34:32,791 - 输入参数: [100000.              0.              0.              0.
 547194.47299742      0.        ], 计算结果: 7450.236695898639
2025-09-12 16:34:44,994 - 输入参数: [100000.             0.             0.             0.
 281742.4594462      0.       ], 计算结果: 7751.106276804494
2025-09-12 16:34:57,227 - 输入参数: [100000.              0.              0.              0.
 584589.09424884      0.        ], 计算结果: 7512.796874334719
2025-09-12 16:35:05,125 - 输入参数: [1.00000000e+05 1.72689566e+02 0.00000000e+00 0.00000000e+00
 2.12388508e+05 1.97679239e+05], 计算结果: 420.1342444577865
2025-09-12 16:35:09,824 - 输入参数: [0.00000000e+00 2.27475766e+01 0.00000000e+00 5.69705519e+00
 2.21474252e+05 2.64660285e+04], 计算结果: 12786.864412363295
2025-09-12 16:35:21,834 - 输入参数: [ 99971.68447387      0.              0.              0.
 348707.30990465      0.        ], 计算结果: 7411.634575246718
2025-09-12 16:35:31,952 - 输入参数: [100000.              0.              0.              0.
  66869.45599785 250257.51281397], 计算结果: 627.7251752777629
2025-09-12 16:35:37,014 - 输入参数: [100000.              0.              0.              0.
  73751.02756998 101618.68487705], 计算结果: 247.77492148427152
2025-09-12 16:35:42,694 - 输入参数: [100000.              0.              0.              0.
 300659.93104012 124914.69090523], 计算结果: 270.08685474660876
2025-09-12 16:35:57,817 - 输入参数: [9.04653699e+04 0.00000000e+00 0.00000000e+00 1.76622941e-02
 0.00000000e+00 7.77279385e+04], 计算结果: 1925.823224578658
2025-09-12 16:36:12,105 - 输入参数: [39702.20096664     0.             0.             0.
     0.             0.        ], 计算结果: 19962.47911093173
2025-09-12 16:36:16,294 - 输入参数: [0.00000000e+00 0.00000000e+00 0.00000000e+00 4.33079049e+00
 1.81076261e+05 3.40672277e+04], 计算结果: 15049.949982726786
2025-09-12 16:36:31,732 - 输入参数: [100000.              0.              0.              0.
      0.         190021.55725765], 计算结果: 1939.8085865871267
2025-09-12 16:36:47,335 - 输入参数: [ 92547.93127151      0.              0.              0.
      0.         171985.11469254], 计算结果: 1945.9150002654067
2025-09-12 16:36:50,921 - 输入参数: [0.00000000e+00 0.00000000e+00 0.00000000e+00 4.26980560e-02
 5.76249206e+04 8.02526140e+04], 计算结果: 24850.78555135509
2025-09-12 16:36:56,287 - 输入参数: [1.00000000e+05 3.22079546e+01 0.00000000e+00 0.00000000e+00
 5.08469963e+05 1.06468771e+05], 计算结果: 242.612420877605
2025-09-12 16:37:01,254 - 输入参数: [1.00000000e+05 1.55033369e+00 0.00000000e+00 0.00000000e+00
 6.23591550e+05 9.59314531e+04], 计算结果: 233.71044574454817
2025-09-12 16:37:08,532 - 输入参数: [ 71803.04612235      0.              0.              0.
 227881.55746873 190258.50462891], 计算结果: 453.55874830489626
2025-09-12 16:37:22,285 - 输入参数: [7.68379407e+04 0.00000000e+00 0.00000000e+00 1.27909925e+01
 0.00000000e+00 0.00000000e+00], 计算结果: 16559.317940033692
2025-09-12 16:37:36,182 - 输入参数: [7.95754104e+04 0.00000000e+00 0.00000000e+00 1.53346598e+01
 2.16214212e+04 0.00000000e+00], 计算结果: 14884.810883740109
2025-09-12 16:37:40,407 - 输入参数: [100000.              0.              0.              0.
 239333.18507567  80450.97027324], 计算结果: 196.39655966540207
2025-09-12 16:37:46,468 - 输入参数: [100000.              0.              0.              0.
 234815.90183968 144679.84089734], 计算结果: 313.1004857984265
2025-09-12 16:37:51,471 - 输入参数: [ 84308.65816349      0.              0.              0.
 114594.04611944  43720.03313332], 计算结果: 647.065454526698
2025-09-12 16:38:05,742 - 输入参数: [100000.      0.      0.      0.      0.      0.], 计算结果: 14268.165013651855
2025-09-12 16:38:17,108 - 输入参数: [     0.              0.              0.              0.
 124482.57292582      0.        ], 计算结果: 28239.801385805284
2025-09-12 16:38:29,207 - 输入参数: [0.00000000e+00 0.00000000e+00 0.00000000e+00 4.35069846e+00
 2.20888972e+05 0.00000000e+00], 计算结果: 15179.320284635134
2025-09-12 16:38:33,178 - 输入参数: [1.00000000e+05 0.00000000e+00 0.00000000e+00 1.85797565e+01
 1.30552270e+05 7.60433447e+04], 计算结果: 360.80959383655534
2025-09-12 16:38:38,586 - 输入参数: [100000.              0.              0.              0.
 273174.57152328  36134.1344924 ], 计算结果: 732.242856538134
2025-09-12 16:38:45,078 - 输入参数: [3.87689448e+04 0.00000000e+00 0.00000000e+00 2.47753409e-04
 6.57926721e+05 1.39701755e+05], 计算结果: 683.1901354574259
2025-09-12 16:39:00,406 - 输入参数: [100000.              0.              0.              0.
      0.         155331.08109609], 计算结果: 1840.2637222284209
2025-09-12 16:39:12,561 - 输入参数: [ 89719.30526177      0.              0.              0.
 312226.22700688      0.        ], 计算结果: 7128.435332605655
2025-09-12 16:39:21,050 - 输入参数: [8.89043898e+03 0.00000000e+00 0.00000000e+00 1.01078785e-01
 1.28250806e+04 0.00000000e+00], 计算结果: 22075.446692595586
2025-09-12 16:39:28,362 - 输入参数: [1.00000000e+05 5.48111631e+01 0.00000000e+00 0.00000000e+00
 2.54644079e+05 1.76573078e+05], 计算结果: 373.79648447246876
2025-09-12 16:39:35,554 - 输入参数: [ 55719.11861256      0.              0.              0.
 406714.34919196  15067.37057926], 计算结果: 1500.4519669415456
2025-09-12 16:39:39,884 - 输入参数: [100000.              0.              0.              0.
 346038.23554306  56058.29809012], 计算结果: 325.08173299378814
2025-09-12 16:39:53,332 - 输入参数: [100000.              0.              0.              0.
   5954.73067344  41142.20854958], 计算结果: 1011.0402451277321
2025-09-12 16:39:57,225 - 输入参数: [ 47973.33674542      0.              0.              0.
 229263.29071047  60452.56454549], 计算结果: 300.92341723481474
2025-09-12 16:40:01,696 - 输入参数: [9.97021072e+04 0.00000000e+00 0.00000000e+00 6.31567702e-01
 3.21592775e+05 8.61647606e+04], 计算结果: 202.5630644634196
2025-09-12 16:40:11,785 - 输入参数: [2.60018289e+03 0.00000000e+00 0.00000000e+00 1.07493765e+01
 5.12588101e+05 2.80680815e+05], 计算结果: 3529.8673981911743
2025-09-12 16:40:15,753 - 输入参数: [1.00000000e+05 5.11463910e+01 0.00000000e+00 2.26595174e+01
 4.23500408e+05 6.33740516e+04], 计算结果: 402.0484136639577
2025-09-12 16:40:21,706 - 输入参数: [ 83445.00623137      0.              0.              0.
 480099.85462264 125471.73546432], 计算结果: 293.8575606938445
2025-09-12 16:40:25,913 - 输入参数: [100000.              0.              0.              0.
 151239.41301038  64143.61291757], 计算结果: 300.21366976954715
2025-09-12 16:40:29,967 - 输入参数: [100000.              0.              0.              0.
 558576.39822285  68263.63512033], 计算结果: 212.60069874467416
2025-09-12 16:40:34,293 - 输入参数: [100000.              0.              0.              0.
 332001.86289264  77754.11793355], 计算结果: 193.16962165022085
2025-09-12 16:40:46,524 - 输入参数: [ 74593.58438291      0.              0.              0.
 519806.01808565      0.        ], 计算结果: 6474.526279788675
2025-09-12 16:40:54,579 - 输入参数: [9.13933121e+04 0.00000000e+00 0.00000000e+00 1.95988629e+00
 2.70517822e+05 2.01888138e+05], 计算结果: 424.91411057757284
2025-09-12 16:40:59,284 - 输入参数: [     0.              0.              0.              0.
  49056.4011781  463413.27046516], 计算结果: 6760.089544163
2025-09-12 16:41:04,824 - 输入参数: [100000.              0.              0.              0.
 660533.86178477 108545.41431515], 计算结果: 258.1901185130196
2025-09-12 16:41:09,399 - 输入参数: [2802.76088485    0.            0.            8.31274999    0.
    0.        ], 计算结果: 58293.80615914891
2025-09-12 16:41:24,843 - 输入参数: [ 99730.00828635      0.              0.              0.
      0.         108720.97473434], 计算结果: 1847.1683643419742
2025-09-12 16:41:40,727 - 输入参数: [100000.              0.              0.              0.
      0.         387282.40710581], 计算结果: 2115.3160533460195
2025-09-12 16:41:44,195 - 输入参数: [   0.            0.            0.            0.         5431.03241021
    0.        ], 计算结果: 290583.2668456738
2025-09-12 16:41:50,040 - 输入参数: [100000.              0.              0.              0.
 177394.64211611  33791.8324881 ], 计算结果: 922.6793922030226
2025-09-12 16:42:01,972 - 输入参数: [100000.              0.              0.              0.
 196945.68320658      0.        ], 计算结果: 8875.793112494153
2025-09-12 16:42:02,790 - 输入参数: [0.         0.         0.         5.93893576 0.         0.        ], 计算结果: 318717.5641181232
2025-09-12 16:42:07,064 - 输入参数: [100000.              0.              0.              0.
 180206.6839663   80902.11995357], 计算结果: 201.2908174060277
2025-09-12 16:42:18,653 - 输入参数: [100000.              0.              0.              0.
 427488.62864777 422574.80962636], 计算结果: 697.0156228632667
2025-09-12 16:42:33,939 - 输入参数: [100000.             0.             0.             0.
      0.         57298.6394747], 计算结果: 1944.8780163894212
2025-09-12 16:42:39,955 - 输入参数: [100000.              0.              0.              0.
 296804.12240124 131489.18268923], 计算结果: 283.53481134392615
2025-09-12 16:42:55,478 - 输入参数: [100000.              0.              0.              0.
      0.          10348.72736071], 计算结果: 6665.68310962894
2025-09-12 16:43:07,937 - 输入参数: [100000.              0.              0.              0.
 667839.29338104      0.        ], 计算结果: 7664.1939956218575
2025-09-12 16:43:12,406 - 输入参数: [1.00000000e+05 0.00000000e+00 0.00000000e+00 3.66363617e-01
 4.34148740e+05 5.09256919e+04], 计算结果: 363.2308316003916
2025-09-12 16:43:23,023 - 输入参数: [100000.              0.              0.              0.
 560000.52298967 282403.7724619 ], 计算结果: 531.1081286777575
2025-09-12 16:43:38,449 - 输入参数: [ 94881.95648398      0.              0.              0.
      0.         147615.08553586], 计算结果: 1960.2837634774733
2025-09-12 16:43:47,521 - 输入参数: [1.00000000e+05 0.00000000e+00 0.00000000e+00 3.97425652e-02
 1.26264491e+05 2.25306243e+05], 计算结果: 516.696145814951
2025-09-12 16:43:56,328 - 输入参数: [8.29154775e+04 3.70310368e+01 0.00000000e+00 0.00000000e+00
 8.36104199e+05 1.97629873e+05], 计算结果: 452.41777489079954
2025-09-12 16:44:01,093 - 输入参数: [1.00000000e+05 1.08322204e-01 0.00000000e+00 0.00000000e+00
 6.10099004e+05 8.88009796e+04], 计算结果: 220.01311924349918
2025-09-12 16:44:11,223 - 输入参数: [    0.             0.             0.             0.
 71598.64332211     0.        ], 计算结果: 48410.04433853718
2025-09-12 16:44:26,820 - 输入参数: [9.45763303e+04 0.00000000e+00 0.00000000e+00 6.54111741e+00
 0.00000000e+00 2.43984453e+05], 计算结果: 2052.4506805866295
2025-09-12 16:44:42,292 - 输入参数: [9.56668211e+04 0.00000000e+00 0.00000000e+00 9.86514684e+00
 0.00000000e+00 2.27578775e+05], 计算结果: 1946.7577978080892
2025-09-12 16:44:46,640 - 输入参数: [100000.              0.              0.              0.
 305879.17179457  84764.57510956], 计算结果: 198.46047749945177
2025-09-12 16:44:52,980 - 输入参数: [100000.              0.              0.              0.
 421014.84677447 143710.61283358], 计算结果: 307.6039041772194
2025-09-12 16:44:57,247 - 输入参数: [ 92764.05849063      0.              0.              0.
 218302.80440631  57129.88815635], 计算结果: 349.7202934793589
2025-09-12 16:45:02,223 - 输入参数: [100000.              0.              0.              0.
 136382.04575776 106470.52603358], 计算结果: 245.2086334192094
2025-09-12 16:45:13,986 - 输入参数: [     0.              0.              0.              0.
      0.         119077.20165038], 计算结果: 27087.913249420606
2025-09-12 16:45:20,480 - 输入参数: [8.78968539e+04 0.00000000e+00 0.00000000e+00 4.77240790e+00
 1.30969489e+05 1.48606213e+05], 计算结果: 349.10875187442963
2025-09-12 16:45:24,564 - 输入参数: [1.00000000e+05 0.00000000e+00 0.00000000e+00 1.78659475e+00
 3.96893124e+05 7.57386041e+04], 计算结果: 204.2751887895023
2025-09-12 16:45:32,419 - 输入参数: [100000.              0.              0.              0.
 490920.07245602 182445.5947989 ], 计算结果: 380.6883066343061
2025-09-12 16:45:42,562 - 输入参数: [1.00000000e+05 0.00000000e+00 0.00000000e+00 2.37065702e-05
 3.32623333e+05 2.78029842e+05], 计算结果: 556.2299620070585
2025-09-12 16:45:49,128 - 输入参数: [ 86982.17101068      0.              0.              0.
 221203.47540833 165591.75063812], 计算结果: 368.2640269085352
2025-09-12 16:46:00,207 - 输入参数: [1.00000000e+05 0.00000000e+00 0.00000000e+00 1.10615367e+01
 1.80237252e+05 3.77879028e+05], 计算结果: 701.6598134922119
2025-09-12 16:46:08,724 - 输入参数: [ 85010.3266055       0.              0.              0.
 253209.04806521 225462.44618609], 计算结果: 498.71733143400945
2025-09-12 16:46:20,979 - 输入参数: [8.52607907e+04 9.33671479e-02 0.00000000e+00 0.00000000e+00
 5.34140043e+05 0.00000000e+00], 计算结果: 6871.649787531326
2025-09-12 16:46:25,069 - 输入参数: [   0.         0.         0.         0.         0.      6033.99172], 计算结果: 279805.19710187096
2025-09-12 16:46:29,897 - 输入参数: [100000.              0.              0.              0.
 322721.75072082  98076.80344732], 计算结果: 219.5279004846441
2025-09-12 16:46:37,374 - 输入参数: [100000.              0.              0.              0.
 162222.3806893  176236.83473042], 计算结果: 393.9984601815631
2025-09-12 16:46:42,072 - 输入参数: [0.00000000e+00 0.00000000e+00 0.00000000e+00 1.65592639e+00
 2.88800581e+05 3.10551553e+04], 计算结果: 10560.000982769241
2025-09-12 16:46:51,229 - 输入参数: [100000.              0.              0.              0.
 281613.94831661 240777.11303863], 计算结果: 498.77399938034523
2025-09-12 16:47:04,423 - 输入参数: [3.52110406e+02 0.00000000e+00 0.00000000e+00 3.49319566e+00
 0.00000000e+00 4.50606050e+05], 计算结果: 7965.75464063732
2025-09-12 16:47:09,000 - 输入参数: [1.00000000e+05 0.00000000e+00 0.00000000e+00 5.14066564e+00
 5.80129934e+05 8.60816433e+04], 计算结果: 242.2096474218313
2025-09-12 16:47:13,451 - 输入参数: [     0.              0.              0.              0.
  71613.18456956 175861.35280655], 计算结果: 13919.807818447927
2025-09-12 16:47:17,966 - 输入参数: [100000.              0.              0.              0.
 690569.43654237  83863.2737809 ], 计算结果: 218.46139846293156
2025-09-12 16:47:33,520 - 输入参数: [100000.              0.              0.              0.
      0.          59920.94312736], 计算结果: 1986.0341363529928
2025-09-12 16:47:37,769 - 输入参数: [100000.              0.              0.              0.
 332001.86289264  77754.11793355], 计算结果: 193.16962165022085
2025-09-12 16:47:48,048 - 输入参数: [ 73217.09916395      0.              0.              0.
 638319.87604833 265115.58490193], 计算结果: 574.5362212773438
